year,section,type,title,date_chambre,date_senate,date_prom,date_moniteur
1916,Intérieur,Décret,Décret du 18 Novembre relatif aux élections législatives (police des Assemblées),,,18/11/1916,18/11/1916
1916,Intérieur,Arrêté,Arrêté du 5 Décembre règlementant le port d'armes feu,,,5/12/1916,9/12/1916
1916,Intérieur,Décret,Décret du 15 Décembre réglementant la formation des bureaux électoraux,,,15/12/1916,16/12/1916
1916,Finances et Commerce,Arrêté,Arrêté du 21 Février autorisant la formation de la Société Le comptoir français,,,21/02/1916,11/3/1916
1916,Finances et Commerce,Arrêté,Arrêté du 25 Juillet formant une Commission pour exercer les fonctions de la Chambre des Comptes,,,25/07/1916,22/07/1916
1916,Finances et Commerce,Arrêté,Arrêté du 11 Septembre autorisant la formation de la Société anonyme Haytian American Sugar Company,,,11/9/1916,13/09/1916
1916,Finances et Commerce,Arrêté,Arrêté du 26 Septembre rapportant ceux des 27 Janvier et 3 Février 1915 et remettant à la Banqne Nationale le Service de la Trésorerie,,,26/09/1916,27/09/1916
1916,Finances et Commerce,Arrêté,"Arrêté du 26 Septembre prorogeant pour 1916, 1917 la loi sur les impositions directes",,,26/09/1915,27/09/1916
1916,Finances et Commerce,Arrêté,Arrêté du 26 Septembre fixant la Budget de 1916-1917,,,26/09/1916,30/09/1916
1916,Finances et Commerce,Arrêté,Arrêté instituant une Commission pour déterminer le montant de la dette flottante,,,14/11/1916,8/11/1916
1916,Finances et Commerce,Arrêté,Arrêté règlementant l'importation et le commerce des armes à feu et munitions,,,,16/12/1916
1916,Cultes,Arrêté,Arrêté abrogeant celui du 15 Mai 1915 relative au rang assigné à l'Archevêque et aux évêques dans les réceptions officielles,,,13/12/1916,16/12/1916
1917,Finances,Arrêté,Arrêté du 5 Janvier 1917 prolongeant les travaux de la Commission de Vérification de la Dette flottante,,,5/1/1917,6/1/1919
1917,Finances,Arrêté,Arrêté du 13 Février 1917 autorisant la Société anonyme dite Compagnie Haïtienne du Pétrole,,,13/02/1917,14/02/1917
1917,Finances,Arrêté,Arrêté du 19 Février 1917 fixant les effets dénommés Effets à usage et indiquant la procédure pour leur sortie de la douane,,,19/02/1918,24/02/1919
1917,Finances,Arrêté,"Arrêté du 19 Avril 1917 modifiant les arts. 5, 6 et 7 de celui du 17 Septembre 1918 centralisant le service du timbre à la B. N. R. H.",,,19/04/1917,
1917,Finances,Arrêté,"Arrêté du 13 Juin 1917, autorisant la Sociélé anonyme HAITI WEST INDIES COMPANY et aprouvant l'acte constitutif de la dite société",,,13/06/1917,23/06/1917
1917,Finances,Arrêté,Arrêté du 16 Août 1917 autorisant la société anonyme American Club of Port-au-Prince,,,16/08/1917,22/08/1917
1917,Finances,Arrêté,Arrêté du 23 Août 1917 révoquant l'autorisation donnée à la Société de l'Ile de la Gonave,,,23/08/1917,29/08/1917
1917,Finances,Arrêté,Arrêté du 21 Septembre 1917 autorisant la Société anonyme Transocéan Trading Cº,,,21/09/1917,26/09/1917
1917,Finances,Arrêté,Arrêté du 27 Septembre 1917 prorogeant pour l'exercice 1917-1918 la loi du 2 Décembre 1915 qui fixe les Recettes de1915-1916,,,27/09/1917,29/09/1917
1917,Finances,Arrêté,"Arrêté du 27 Septembre 1917 prorogeant pour l'exercice, 1917–1918 les lois sur les impositions directes",,,27/09/1917,29/09/1917
1917,Finances,Arrêté,Arrêté du 18 Ootobre 1917 autorisant la Société La Nationale,,,18/10/1917,24/10/0197
1917,Finances,Arrêté,Arrêté du 26 Octobre 1917 créant 5 séries de certificats pour le pai?ment des droits sur le tabac,,,26/10/1917,27/10/1917
1917,Finances,Arrêté,Arrêté du 24 Novembre 1917 autorisant la Société anonyme dite Compagnie Haitienne de Navigation,,,14/11/1917,1/12/1917
1917,Finances,Arrêté,Arrêté du 14 Décembre 1917 autorisant la Société West Indies Trading Company,,,14/12/1917,12/12/1917
1917,Finances,Décret,Décret du 26 Décembre 1917 prohibant l'exportation des comestibles 21 pour les pays en guerre avec les Etats-Unis et ses alliés,,,26/12/1917,26/12/1917
1917,Finances,Arrêté,Arrêté du 30 Mars 1917 règlementant les examens de fin d'Etudes de l'Eole Normale primaire,,,30/03/1917,31/03/1917
1917,Finances,Règlement,Règlement du 1er Mai 1917 sur l'organisation du Département de l'Instruction pubiique,,,1/5/1917,23/05/1917
1917,Finances,Arrêté,Arrêté du 26 juin nommant M. Auguste Scott Secrétaire d'Etat de l'Instruction publique en remplacement de M P. Tension,,,26/06/1917,27/06/1917
1917,Intérieur,Arrêté,Arrêté du 24 Janvier 1917 retardant l'heure local,,,24/01/1917,24/01/1917
1917,Intérieur,Arrêté,Arrêté du 17 Avril 1917 modifant le Conseil des Secrétaires d'Etat,,,17/04/1917,18/04/1917
1917,Intérieur,Arrêté,"Arrété du 7 Mai 1917 nommant M. Ed .Dupuy, secrétaire d'Etat des Travaux public",,,7/5/1917,9/5/1917
1917,Intérieur,Résolution,Résolution du 11 Mai de l'Assemblée Nationale relative à la guerre sous-marine,,,11/5/1917,12/5/1917
1917,Intérieur,Décret,Décret du 19 Juin prononçant la dissolution du Corps Législatif,,,19/06/1917,20/06/1917
1917,Relations extérieures,Convention,Convention de la Haye relative à certaines restrictions à l'exercice du droit de capture dans la guerre maritime,27/08/1909,27/08/1909,,1/4/1917
1917,Relations extérieures,Convention,Convention de la Haye relative à l'établissement d'une cour internationale des prises,,,,18/04/1917
1917,Relations extérieures,Convention,Convention de la Haye concernant les droits et les devoirs des Puissances neutres en cas de guerre maritime,,,,5/5/1917
1917,Relations extérieures,Déclaration,Déclaration du Congrès de la Haye relative à l'interdiction de lancer des projectiles et des explosifs du haut des ballons,,,,26/05/1917
1917,Relations extérieures,Acte,Acte final de la 2è conférence de la paix annexée au premier voeur émis par la 20 conférence de la paix,,,,27/06/1917
1917,Relations extérieures,Arrêté,"Arrêté du 3 Juillet nommant Mr Ed .Dupuy, Secrétaire d'Etat des Rolations Extérieures",,,3/8/1917,4/8/1917
1917,Relations extérieures,Arrêté,Arrête du 7 Août fixant les conditions d'admission et d'avancemant dans la carrière diplomatique,,,7/8/1917,11/08/0197
1917,Relations extérieures,Arrêté,Arrêté du 7 Août fixant les conditions d'admission et d'avancement dans la carrière consulaire,,,7/8/1917,11/8/1917
1917,Relations extérieures,Arrêté,Arrêté du 7 Août reorganisant le Département des Relations Extérieures,,,7/8/1917,11/8/1917
1917,Travaux publics,Arrêté,"Arrête du 5 Septembre frappant de forclusion les contrats pour la construction des wharfs du Cap Haitien, de Port-de-Paix et de Jacmel.",,,5/9/1917,5/9/1917
1917,Travaux publics,Arrêté,"Arrêté du 14 Septembre frappent de forclusion les contrats d'Eclaîrage électrique des villes des Cayes, Jérémie, Port-de-Paix, Saintt Marc, et la ligne téléphonique de Port-au-Prince",,,14/09/1917,15/09/1917
1917,Travaux publics,Arrêté,Arrêté du 21 Novembre révoquant les autorisations données aux Sociétés anonymes dénommées Sociétés Minières de Zépiny et des Grands Moulins d'Haiti,,,21/10/1917,24/10/1917
1917,Justice,Arrêté,Arrêté du 23 Août qui confie au Tribunal civil du Cap Haïtien les affaires maritines et commerciales,,,23/08/1917,25/08/1917
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
1906,,Loi,Loi fixant en or américain les droits de douane à l'importation,,,,
1906,,Loi,Loi qui fixe en or américain la valenr des pièces d'argent d'Haiti,,,,
1906,,Loi,Loi qiui oblige les consuls d'Haiti d'exposer dans leurs bureaux les échantillons des denrées du pays,,,,
1906,,Loi,Loi qui établit un tarif maximum et un tarif minimum pour les douanes,,,,
1906,,Loi,Loi qui complète l'article 27 de la loi du 4 Septembre 1905 sur les douanes,,,,
1906,,Arrêté,Arrété rétablissant sur le savon les anciennes taxes,,,,
1906,,Loi,Loi affectant 0.10 sur chaque cent livres de caté au service arriéré de la dette intérieure,,,,
1906,,Loi,Loi de secours aux sinistrés de 1902,,,,
1906,,Loi,Loi accordant des honoraires à la Commission de liquidation du procés de la Consolidation,,,,
1906,,Loi,"Loi qui accorde à Mr Ed, Roumaiu ledroit de raffiner le pétrole, etc",,,,
1906,,Loi,Loi qui proroge pour l'exercice 1906-1907 de la loi du 24 Octobre 1876 sur la régie des impositions directes,,,,
1906,,Loi,Lois fixant les recettes et les dépenses de l'exercice 1906-1907,,,,
1906,,Arrêté,"Arrêté relatif à un emprunt de G, 300,000 à la caisse du retrait",,,,
